s transe;p transe;o transe;head rank transe;tail rank transe;s conve;p conve;o conve;head rank conve;tail rank conve;s complex;p complex;o complex;head rank complex;tail rank complex
margaret_of_baux;hasspouse;no;472;1;margaret_of_baux;hasspouse;no;452;1;margaret_of_baux;hasspouse;no;107;2
marie__milie_de_joly_de_choin;hasspouse;yes;683;1;marie__milie_de_joly_de_choin;hasspouse;yes;41;1;marie__milie_de_joly_de_choin;hasspouse;yes;120;2
werner_i_count_of_klettgau;hasspouse;no;730;1;werner_i_count_of_klettgau;hasspouse;no;904;1;werner_i_count_of_klettgau;hasspouse;no;9;2
maria_of_portugal_queen_of_castile;hasspouse;yes;738;1;maria_of_portugal_queen_of_castile;hasspouse;yes;57;1;maria_of_portugal_queen_of_castile;hasspouse;yes;54;2
paul_scarron;hasspouse;yes;872;1;paul_scarron;hasspouse;yes;75;1;paul_scarron;hasspouse;yes;62;2
liudolf_duke_of_saxony;hasspouse;no;896;1;liudolf_duke_of_saxony;hasspouse;no;894;1;liudolf_duke_of_saxony;hasspouse;no;5;2
gilbert_duke_of_lorraine;hasspouse;yes;956;1;gilbert_duke_of_lorraine;hasspouse;yes;35;1;gilbert_duke_of_lorraine;hasspouse;yes;39;2
louis_i_of_brzeg;hasspouse;no;991;1;louis_i_of_brzeg;hasspouse;no;1270;1;louis_i_of_brzeg;hasspouse;no;145;2
countess_amalia_katharina_of_waldeck;hasspouse;no;993;1;countess_amalia_katharina_of_waldeck;hasspouse;no;199;1;countess_amalia_katharina_of_waldeck;hasspouse;no;67;2
germaine_of_foix;hasspouse;yes;1053;1;germaine_of_foix;hasspouse;yes;147;1;germaine_of_foix;hasspouse;yes;181;2
conrad_i_count_of_auxerre;hasspouse;yes;1107;1;conrad_i_count_of_auxerre;hasspouse;yes;130;1;conrad_i_count_of_auxerre;hasspouse;yes;43;2
ernest_frederick_i_duke_of_saxe_hildburghausen;gender;male;1666;1;ernest_frederick_i_duke_of_saxe_hildburghausen;gender;male;1985;1;ernest_frederick_i_duke_of_saxe_hildburghausen;gender;male;504;2
odo_i_duke_of_burgundy;hasspouse;yes;9;2;odo_i_duke_of_burgundy;hasspouse;yes;1593;1;odo_i_duke_of_burgundy;hasspouse;yes;43;2
eleanor_of_aragon_queen_of_castile;hasspouse;yes;150;2;eleanor_of_aragon_queen_of_castile;hasspouse;yes;1515;1;eleanor_of_aragon_queen_of_castile;hasspouse;yes;33;2
rudolf_ii_count_of_habsburg;hasspouse;no;540;2;rudolf_ii_count_of_habsburg;hasspouse;no;1000;1;rudolf_ii_count_of_habsburg;hasspouse;no;9;2
joan_of_france_duchess_of_berry;hasspouse;yes;688;2;joan_of_france_duchess_of_berry;hasspouse;yes;670;1;joan_of_france_duchess_of_berry;hasspouse;yes;116;2
carloman_ii;hasspouse;no;726;2;carloman_ii;hasspouse;no;1363;1;carloman_ii;hasspouse;no;32;2
james_of_avesnes;hasspouse;no;920;2;james_of_avesnes;hasspouse;no;972;1;james_of_avesnes;hasspouse;no;47;2
robert_i_count_of_flanders;hasspouse;yes;1028;2;robert_i_count_of_flanders;hasspouse;yes;105;1;robert_i_count_of_flanders;hasspouse;yes;49;2
boso_ii_of_italy;hasspouse;no;1050;2;boso_ii_of_italy;hasspouse;no;1107;1;boso_ii_of_italy;hasspouse;no;72;2
herbert_iii_of_omois;hasspouse;yes;1409;2;herbert_iii_of_omois;hasspouse;yes;763;1;herbert_iii_of_omois;hasspouse;yes;120;2
beatrice_of_albon;hasspouse;yes;1435;2;beatrice_of_albon;hasspouse;yes;1534;1;beatrice_of_albon;hasspouse;yes;167;2
walter_archbishop_of_sens;gender;male;1525;2;walter_archbishop_of_sens;gender;male;1312;1;walter_archbishop_of_sens;gender;male;1655;2
dorotea_gonzaga;hasspouse;yes;1529;2;dorotea_gonzaga;hasspouse;yes;775;1;dorotea_gonzaga;hasspouse;yes;123;2
odo_iv_duke_of_burgundy;gender;male;116;1;odo_iv_duke_of_burgundy;gender;male;1675;2;odo_iv_duke_of_burgundy;gender;male;56;2
francis_duke_of_anjou;hasspouse;no;220;1;francis_duke_of_anjou;hasspouse;no;1345;2;francis_duke_of_anjou;hasspouse;no;47;2
conrad_ii_duke_of_transjurane_burgundy;hasspouse;no;709;1;conrad_ii_duke_of_transjurane_burgundy;hasspouse;no;901;2;conrad_ii_duke_of_transjurane_burgundy;hasspouse;no;6;2
matthew_i_of_montmorency;hasspouse;yes;808;1;matthew_i_of_montmorency;hasspouse;yes;1186;2;matthew_i_of_montmorency;hasspouse;yes;57;2
aimery_i_viscount_of_ch_tellerault;hasspouse;yes;957;1;aimery_i_viscount_of_ch_tellerault;hasspouse;yes;1279;2;aimery_i_viscount_of_ch_tellerault;hasspouse;yes;55;2
haziga_of_diessen;hasspouse;yes;978;1;haziga_of_diessen;hasspouse;yes;1578;2;haziga_of_diessen;hasspouse;yes;119;2
napoleon_ii;hasspouse;no;653;2;napoleon_ii;hasspouse;no;1274;2;napoleon_ii;hasspouse;no;9;2
sibylla_of_burgundy_duchess_of_burgundy;hasspouse;yes;825;2;sibylla_of_burgundy_duchess_of_burgundy;hasspouse;yes;1258;2;sibylla_of_burgundy_duchess_of_burgundy;hasspouse;yes;141;2
constant_d_aubign_;hasspouse;no;934;2;constant_d_aubign_;hasspouse;no;1099;2;constant_d_aubign_;hasspouse;no;124;2
borrell_ii_count_of_barcelona;hasspouse;no;952;2;borrell_ii_count_of_barcelona;hasspouse;no;1284;2;borrell_ii_count_of_barcelona;hasspouse;no;34;2
otto_v_margrave_of_brandenburg_salzwedel;hasspouse;no;995;2;otto_v_margrave_of_brandenburg_salzwedel;hasspouse;no;1215;2;otto_v_margrave_of_brandenburg_salzwedel;hasspouse;no;131;2
william_i_of_provence;hasspouse;no;1047;2;william_i_of_provence;hasspouse;no;1136;2;william_i_of_provence;hasspouse;no;131;2
marie_of_france_duchess_of_brabant;hasspouse;yes;1173;2;marie_of_france_duchess_of_brabant;hasspouse;yes;1174;4;marie_of_france_duchess_of_brabant;hasspouse;yes;72;2
theresa_countess_of_portugal;marriedto;henry_count_of_portugal;865;837;theresa_countess_of_portugal;marriedto;henry_count_of_portugal;1;1;theresa_countess_of_portugal;marriedto;henry_count_of_portugal;1;1
joan_iii_countess_of_burgundy;mother;joan_ii_countess_of_burgundy;267;3;joan_iii_countess_of_burgundy;mother;joan_ii_countess_of_burgundy;1;1;joan_iii_countess_of_burgundy;mother;joan_ii_countess_of_burgundy;1;1
madeleine_de_la_tour_d_auvergne;mother;jeanne_de_bourbon_duchess_of_bourbon;597;25;madeleine_de_la_tour_d_auvergne;mother;jeanne_de_bourbon_duchess_of_bourbon;1;2;madeleine_de_la_tour_d_auvergne;mother;jeanne_de_bourbon_duchess_of_bourbon;1;2
william_i_count_of_burgundy;mother;alice_of_normandy;33;32;william_i_count_of_burgundy;mother;alice_of_normandy;2;2;william_i_count_of_burgundy;mother;alice_of_normandy;1;1
charlotte_of_savoy;mother;anne_of_cyprus;1462;42;charlotte_of_savoy;mother;anne_of_cyprus;1;1;charlotte_of_savoy;mother;anne_of_cyprus;1;1
louis_iv_holy_roman_emperor;mother;matilda_of_habsburg;136;42;louis_iv_holy_roman_emperor;mother;matilda_of_habsburg;2;3;louis_iv_holy_roman_emperor;mother;matilda_of_habsburg;1;1
christine_of_hesse;mother;christine_of_saxony;473;43;christine_of_hesse;mother;christine_of_saxony;2;2;christine_of_hesse;mother;christine_of_saxony;1;1
margaret_of_the_palatinate;mother;elisabeth_of_nuremberg;18;46;margaret_of_the_palatinate;mother;elisabeth_of_nuremberg;2;1;margaret_of_the_palatinate;mother;elisabeth_of_nuremberg;1;1
henry_ii_of_england;mother;empress_matilda;186;52;henry_ii_of_england;mother;empress_matilda;1;1;henry_ii_of_england;mother;empress_matilda;1;1
anna_of_holstei_gottorp;mother;christine_of_hesse;54;59;anna_of_holstei_gottorp;mother;christine_of_hesse;1;3;anna_of_holstei_gottorp;mother;christine_of_hesse;1;1
louis_vii_of_france;mother;adelaide_of_maurienne;486;67;louis_vii_of_france;mother;adelaide_of_maurienne;1;1;louis_vii_of_france;mother;adelaide_of_maurienne;1;1
cosimo_de_medici;mother;piccarda_bueri;353;68;cosimo_de_medici;mother;piccarda_bueri;1;1;cosimo_de_medici;mother;piccarda_bueri;1;2
margaret_of_bavaria;mother;margaret_of_brieg;179;75;margaret_of_bavaria;mother;margaret_of_brieg;1;1;margaret_of_bavaria;mother;margaret_of_brieg;1;1
piero_the_unfortunate;mother;clarice_orsini;80;81;piero_the_unfortunate;mother;clarice_orsini;1;3;piero_the_unfortunate;mother;clarice_orsini;1;1
eug_nie_de_montijo;mother;mar_a_manuela_kirkpatrick_de_grevign_e;1008;95;eug_nie_de_montijo;mother;mar_a_manuela_kirkpatrick_de_grevign_e;1;1;eug_nie_de_montijo;mother;mar_a_manuela_kirkpatrick_de_grevign_e;1;2
blanche_of_castile;mother;eleanor_of_england_queen_of_castile;345;98;blanche_of_castile;mother;eleanor_of_england_queen_of_castile;1;1;blanche_of_castile;mother;eleanor_of_england_queen_of_castile;1;1
maria_luisa_of_spain;mother;maria_amalia_of_saxony;155;125;maria_luisa_of_spain;mother;maria_amalia_of_saxony;1;1;maria_luisa_of_spain;mother;maria_amalia_of_saxony;1;1
hugh_magnus;mother;constance_of_arles;786;142;hugh_magnus;mother;constance_of_arles;1;1;hugh_magnus;mother;constance_of_arles;1;1
marie_th_r_se_of_france;mother;marie_antoinette;294;144;marie_th_r_se_of_france;mother;marie_antoinette;1;1;marie_th_r_se_of_france;mother;marie_antoinette;1;1
jeanne_de_bourbon_duchess_of_bourbon;mother;isabelle_de_beauvau;3;210;jeanne_de_bourbon_duchess_of_bourbon;mother;isabelle_de_beauvau;1;2;jeanne_de_bourbon_duchess_of_bourbon;mother;isabelle_de_beauvau;1;1
rudolph_of_france;mother;adelaide_of_auxerre_born_c._870;219;222;rudolph_of_france;mother;adelaide_of_auxerre_born_c._870;2;1;rudolph_of_france;mother;adelaide_of_auxerre_born_c._870;1;2
arnulf_ii_count_of_flanders;mother;matilda_of_saxony_countess_of_flanders;18;229;arnulf_ii_count_of_flanders;mother;matilda_of_saxony_countess_of_flanders;1;2;arnulf_ii_count_of_flanders;mother;matilda_of_saxony_countess_of_flanders;1;1
peter_ii_of_aragon;mother;sancha_of_castile_queen_of_aragon;185;242;peter_ii_of_aragon;mother;sancha_of_castile_queen_of_aragon;8;10;peter_ii_of_aragon;mother;sancha_of_castile_queen_of_aragon;1;2
napoleon_ii;mother;marie_louise_duchess_of_parma;131;244;napoleon_ii;mother;marie_louise_duchess_of_parma;1;2;napoleon_ii;mother;marie_louise_duchess_of_parma;1;1
margaret_of_valois;mother;catherine_de_medici;396;271;margaret_of_valois;mother;catherine_de_medici;1;1;margaret_of_valois;mother;catherine_de_medici;1;1
louis_ii_duke_of_bavaria;mother;agnes_of_the_palatinate;782;333;louis_ii_duke_of_bavaria;mother;agnes_of_the_palatinate;1;3;louis_ii_duke_of_bavaria;mother;agnes_of_the_palatinate;1;1
rudolph_duke_of_lorraine;mother;elisabeth_of_austria_duchess_of_lorraine;778;346;rudolph_duke_of_lorraine;mother;elisabeth_of_austria_duchess_of_lorraine;2;3;rudolph_duke_of_lorraine;mother;elisabeth_of_austria_duchess_of_lorraine;1;1
marie_louise_duchess_of_parma;mother;maria_theresa_of_naples_and_sicily;22;348;marie_louise_duchess_of_parma;mother;maria_theresa_of_naples_and_sicily;1;1;marie_louise_duchess_of_parma;mother;maria_theresa_of_naples_and_sicily;1;1
mary_of_guise;mother;antoinette_of_bourbon;707;349;mary_of_guise;mother;antoinette_of_bourbon;1;1;mary_of_guise;mother;antoinette_of_bourbon;1;1
margaret_of_austria_queen_of_spain;mother;maria_anna_of_bavaria_born_1551;5;355;margaret_of_austria_queen_of_spain;mother;maria_anna_of_bavaria_born_1551;1;1;margaret_of_austria_queen_of_spain;mother;maria_anna_of_bavaria_born_1551;1;1
francis_i_of_france;mother;louise_of_savoy;52;359;francis_i_of_france;mother;louise_of_savoy;1;1;francis_i_of_france;mother;louise_of_savoy;1;2
judith_of_habsburg;mother;gertrude_of_hohenberg;274;386;judith_of_habsburg;mother;gertrude_of_hohenberg;1;1;judith_of_habsburg;mother;gertrude_of_hohenberg;1;1
sancho_iv_of_castile;mother;violant_of_aragon;171;410;sancho_iv_of_castile;mother;violant_of_aragon;103;477;sancho_iv_of_castile;mother;violant_of_aragon;1;2
charles_the_fat;mother;hemma;401;505;charles_the_fat;mother;hemma;2;3;charles_the_fat;mother;hemma;1;1
henry_ii_of_castile;mother;eleanor_de_guzm_n;111;517;henry_ii_of_castile;mother;eleanor_de_guzm_n;2;4;henry_ii_of_castile;mother;eleanor_de_guzm_n;1;1
louis_ix_of_france;mother;blanche_of_castile;250;596;louis_ix_of_france;mother;blanche_of_castile;1;1;louis_ix_of_france;mother;blanche_of_castile;1;1
gerberga_of_saxony;mother;matilda_of_ringelheim;523;658;gerberga_of_saxony;mother;matilda_of_ringelheim;2;1;gerberga_of_saxony;mother;matilda_of_ringelheim;1;1
catherine_of_valois;mother;isabeau_of_bavaria;64;665;catherine_of_valois;mother;isabeau_of_bavaria;157;672;catherine_of_valois;mother;isabeau_of_bavaria;1;2
maria_josepha_of_austria;mother;wilhelmine_amalie_of_brunswick;261;687;maria_josepha_of_austria;mother;wilhelmine_amalie_of_brunswick;2;2;maria_josepha_of_austria;mother;wilhelmine_amalie_of_brunswick;1;1
isabel_of_barcelos;mother;beatriz_pereira_de_alvim;751;704;isabel_of_barcelos;mother;beatriz_pereira_de_alvim;1;4;isabel_of_barcelos;mother;beatriz_pereira_de_alvim;1;1
ramon_berenguer_iii_count_of_barcelona;mother;maud_of_apulia;83;710;ramon_berenguer_iii_count_of_barcelona;mother;maud_of_apulia;2;6;ramon_berenguer_iii_count_of_barcelona;mother;maud_of_apulia;1;1
yolanda_latin_empress;mother;margaret_i_countess_of_flanders;72;721;yolanda_latin_empress;mother;margaret_i_countess_of_flanders;2;2;yolanda_latin_empress;mother;margaret_i_countess_of_flanders;1;1
alfred_the_great;mother;osburh;87;825;alfred_the_great;mother;osburh;2;2;alfred_the_great;mother;osburh;1;1
mar_a_isabella_of_spain;mother;maria_luisa_of_parma;176;827;mar_a_isabella_of_spain;mother;maria_luisa_of_parma;2;4;mar_a_isabella_of_spain;mother;maria_luisa_of_parma;1;1
anna_maria_of_mecklenburg_schwerin;mother;anna_maria_of_ostfriesland;136;836;anna_maria_of_mecklenburg_schwerin;mother;anna_maria_of_ostfriesland;3;2;anna_maria_of_mecklenburg_schwerin;mother;anna_maria_of_ostfriesland;1;1
charles_iii_duke_of_savoy;mother;claudine_de_brosse;438;927;charles_iii_duke_of_savoy;mother;claudine_de_brosse;3;10;charles_iii_duke_of_savoy;mother;claudine_de_brosse;2;5
alfonso_vii_of_le_n_and_castile;mother;urraca_of_le_n;13;976;alfonso_vii_of_le_n_and_castile;mother;urraca_of_le_n;1;2;alfonso_vii_of_le_n_and_castile;mother;urraca_of_le_n;1;1
fulk_iv_count_of_anjou;mother;ermengarde_of_anjou_duchess_of_burgundy;1155;1044;fulk_iv_count_of_anjou;mother;ermengarde_of_anjou_duchess_of_burgundy;1;2;fulk_iv_count_of_anjou;mother;ermengarde_of_anjou_duchess_of_burgundy;1;1
adelaide_of_maurienne;mother;gisela_of_burgundy_marchioness_of_montferrat;927;1117;adelaide_of_maurienne;mother;gisela_of_burgundy_marchioness_of_montferrat;1;5;adelaide_of_maurienne;mother;gisela_of_burgundy_marchioness_of_montferrat;1;1
arthur_ii_duke_of_brittany;mother;beatrice_of_england;126;1123;arthur_ii_duke_of_brittany;mother;beatrice_of_england;1;1;arthur_ii_duke_of_brittany;mother;beatrice_of_england;1;1
william_v_duke_of_aquitaine;mother;emma_of_blois;1114;1143;william_v_duke_of_aquitaine;mother;emma_of_blois;5;32;william_v_duke_of_aquitaine;mother;emma_of_blois;1;1
marie_of_brittany_countess_of_saint_pol;mother;beatrice_of_england;673;1252;marie_of_brittany_countess_of_saint_pol;mother;beatrice_of_england;1;1;marie_of_brittany_countess_of_saint_pol;mother;beatrice_of_england;1;1
a_nor_de_ch_tellerault;mother;dangereuse_de_l_isle_bouchard;300;1307;a_nor_de_ch_tellerault;mother;dangereuse_de_l_isle_bouchard;1;3;a_nor_de_ch_tellerault;mother;dangereuse_de_l_isle_bouchard;1;1
ernest_i_duke_of_brunswic_l_neburg;mother;margaret_of_saxony_duchess_of_brunswic_l_neburg;611;1420;ernest_i_duke_of_brunswic_l_neburg;mother;margaret_of_saxony_duchess_of_brunswic_l_neburg;71;180;ernest_i_duke_of_brunswic_l_neburg;mother;margaret_of_saxony_duchess_of_brunswic_l_neburg;1;2
louis_bonaparte;mother;letizia_bonaparte;676;1438;louis_bonaparte;mother;letizia_bonaparte;1;1;louis_bonaparte;mother;letizia_bonaparte;1;1
henry_v_of_england;mother;mary_de_bohun;79;1878;henry_v_of_england;mother;mary_de_bohun;1;3;henry_v_of_england;mother;mary_de_bohun;1;1
louis_duke_of_savoy;mother;mary_of_burgundy_duchess_of_savoy;858;1977;louis_duke_of_savoy;mother;mary_of_burgundy_duchess_of_savoy;1;5;louis_duke_of_savoy;mother;mary_of_burgundy_duchess_of_savoy;1;1
theobald_iii_count_of_blois;name;theobald_iii_count_of_blois;1;1;theobald_iii_count_of_blois;name;theobald_iii_count_of_blois;1269;1521;theobald_iii_count_of_blois;name;theobald_iii_count_of_blois;1;1
werner_ii_count_of_habsburg;name;werner_ii_count_of_habsburg;1;1;werner_ii_count_of_habsburg;name;werner_ii_count_of_habsburg;3;4;werner_ii_count_of_habsburg;name;werner_ii_count_of_habsburg;1;1
william_iv_duke_of_aquitaine;name;william_iv_duke_of_aquitaine;1;4;william_iv_duke_of_aquitaine;name;william_iv_duke_of_aquitaine;6;48;william_iv_duke_of_aquitaine;name;william_iv_duke_of_aquitaine;1;1
louis_bonaparte;name;louis_i;454;12;louis_bonaparte;name;louis_i;1445;118;louis_bonaparte;name;louis_i;266;36
charles_duke_of_vend_me;name;charles;663;130;charles_duke_of_vend_me;name;charles;1502;78;charles_duke_of_vend_me;name;charles;145;17
louis_philippe_i_duke_of_orl_ans;name;louis_philippe_i;599;164;louis_philippe_i_duke_of_orl_ans;name;louis_philippe_i;76;2041;louis_philippe_i_duke_of_orl_ans;name;louis_philippe_i;91;299
peter_i_duke_of_brittany;name;peter_i;224;316;peter_i_duke_of_brittany;name;peter_i;2249;319;peter_i_duke_of_brittany;name;peter_i;737;180
henry_ii_of_england;name;henry_ii;348;675;henry_ii_of_england;name;henry_ii;634;32;henry_ii_of_england;name;henry_ii;334;54
odo_ii_count_of_blois;name;odo_ii;563;728;odo_ii_count_of_blois;name;odo_ii;2326;431;odo_ii_count_of_blois;name;odo_ii;898;670
james_iii_of_scotland;name;james_iii;766;1143;james_iii_of_scotland;name;james_iii;1713;743;james_iii_of_scotland;name;james_iii;476;2488
elisabeth_christine_of_brunswic_wolfenb_ttel;name;elisabeth_christine_of_brunswick;635;1275;elisabeth_christine_of_brunswic_wolfenb_ttel;name;elisabeth_christine_of_brunswick;2237;791;elisabeth_christine_of_brunswic_wolfenb_ttel;name;elisabeth_christine_of_brunswick;271;1316
philip_ii_of_spain;name;philip_ii_&_i;484;1438;philip_ii_of_spain;name;philip_ii_&_i;184;876;philip_ii_of_spain;name;philip_ii_&_i;110;1752
princess_magdalena_augusta_of_anhalt_zerbst;name;magdalena_augusta_of_anhalt_zerbst;1730;1577;princess_magdalena_augusta_of_anhalt_zerbst;name;magdalena_augusta_of_anhalt_zerbst;128;854;princess_magdalena_augusta_of_anhalt_zerbst;name;magdalena_augusta_of_anhalt_zerbst;142;755
nicholas_francis_duke_of_lorraine;name;nicholas_francis;1336;1884;nicholas_francis_duke_of_lorraine;name;nicholas_francis;1200;742;nicholas_francis_duke_of_lorraine;name;nicholas_francis;291;2100
alexander_stewart_4th_high_steward_of_scotland;name;alexander_stewart;302;1980;alexander_stewart_4th_high_steward_of_scotland;name;alexander_stewart;1070;614;alexander_stewart_4th_high_steward_of_scotland;name;alexander_stewart;923;2563
louis_viii_of_france;name;louis_viii;211;2119;louis_viii_of_france;name;louis_viii;1342;979;louis_viii_of_france;name;louis_viii;256;2443
sancho_iii_of_castile;name;sancho_iii;462;2184;sancho_iii_of_castile;name;sancho_iii;451;691;sancho_iii_of_castile;name;sancho_iii;897;2517
maximilian_ii_holy_roman_emperor;name;maximilian_ii;945;2191;maximilian_ii_holy_roman_emperor;name;maximilian_ii;1762;795;maximilian_ii_holy_roman_emperor;name;maximilian_ii;327;2483
pope;name;rome;1078;2267;pope;name;rome;46;804;pope;name;rome;37;146
joan_of_france_duchess_of_berry;name;saint_joan_of_valois_o.ann.m.;2258;2325;joan_of_france_duchess_of_berry;name;saint_joan_of_valois_o.ann.m.;1454;829;joan_of_france_duchess_of_berry;name;saint_joan_of_valois_o.ann.m.;1580;2391
william_ix_duke_of_aquitaine;name;william_ix;348;2345;william_ix_duke_of_aquitaine;name;william_ix;1524;1093;william_ix_duke_of_aquitaine;name;william_ix;1512;2551
giovanni_di_bicci_de_medici;name;giovanni_de__medici;485;2346;giovanni_di_bicci_de_medici;name;giovanni_de__medici;1385;766;giovanni_di_bicci_de_medici;name;giovanni_de__medici;521;2483
joanna_of_austria_grand_duchess_of_tuscany;name;joanna_of_austria;1686;2391;joanna_of_austria_grand_duchess_of_tuscany;name;joanna_of_austria;610;883;joanna_of_austria_grand_duchess_of_tuscany;name;joanna_of_austria;387;2035
ecgberht_king_of_wessex;name;ecgberht;414;2408;ecgberht_king_of_wessex;name;ecgberht;1615;942;ecgberht_king_of_wessex;name;ecgberht;174;1190
hemma;name;emma_of_altdorf;193;2420;hemma;name;emma_of_altdorf;2478;750;hemma;name;emma_of_altdorf;419;2568
ramon_berenguer_iii_count_of_barcelona;name;ramon_berenguer_iii;757;2427;ramon_berenguer_iii_count_of_barcelona;name;ramon_berenguer_iii;2483;759;ramon_berenguer_iii_count_of_barcelona;name;ramon_berenguer_iii;288;2372
lorenzo_de_medici;name;lorenzo_di_piero_de__medici;252;2428;lorenzo_de_medici;name;lorenzo_di_piero_de__medici;248;769;lorenzo_de_medici;name;lorenzo_di_piero_de__medici;19;241
walter_stewart_6th_high_steward_of_scotland;name;walter_stewart;172;2432;walter_stewart_6th_high_steward_of_scotland;name;walter_stewart;914;667;walter_stewart_6th_high_steward_of_scotland;name;walter_stewart;610;2536
theobald_i_of_navarre;name;theobald_i;250;2457;theobald_i_of_navarre;name;theobald_i;1706;843;theobald_i_of_navarre;name;theobald_i;165;1943
agnes_of_france_duchess_of_burgundy;name;agnes_of_france;572;2458;agnes_of_france_duchess_of_burgundy;name;agnes_of_france;2513;1044;agnes_of_france_duchess_of_burgundy;name;agnes_of_france;392;2392
matthias_i_duke_of_lorraine;name;matthias;639;2459;matthias_i_duke_of_lorraine;name;matthias;2289;754;matthias_i_duke_of_lorraine;name;matthias;452;2369
gisela_of_burgundy_marchioness_of_montferrat;name;gisela_of_burgundy;1155;2472;gisela_of_burgundy_marchioness_of_montferrat;name;gisela_of_burgundy;2189;1278;gisela_of_burgundy_marchioness_of_montferrat;name;gisela_of_burgundy;233;496
countess_palatine_caroline_of_zweibr_cken;name;caroline;574;2490;countess_palatine_caroline_of_zweibr_cken;name;caroline;2558;794;countess_palatine_caroline_of_zweibr_cken;name;caroline;106;748
berthold_ii_count_of_andechs;name;berthold_ii;761;2495;berthold_ii_count_of_andechs;name;berthold_ii;190;758;berthold_ii_count_of_andechs;name;berthold_ii;1343;2566
marie_louise_duchess_of_parma;name;marie_louise;434;2495;marie_louise_duchess_of_parma;name;marie_louise;2358;824;marie_louise_duchess_of_parma;name;marie_louise;311;2124
charles_count_of_angoul_me;name;charles_of_orl_ans_count_of_angoul_me;1744;2503;charles_count_of_angoul_me;name;charles_of_orl_ans_count_of_angoul_me;1143;789;charles_count_of_angoul_me;name;charles_of_orl_ans_count_of_angoul_me;2431;2560
blanche_of_navarre_queen_of_france;name;blanche_of_navarre;775;2515;blanche_of_navarre_queen_of_france;name;blanche_of_navarre;2536;593;blanche_of_navarre_queen_of_france;name;blanche_of_navarre;1874;2561
sviatoslav_i;name;sviatoslav_the_brave;860;2516;sviatoslav_i;name;sviatoslav_the_brave;2554;875;sviatoslav_i;name;sviatoslav_the_brave;166;1423
margaret_douglas;name;lady_margaret_douglas;729;2531;margaret_douglas;name;lady_margaret_douglas;2231;758;margaret_douglas;name;lady_margaret_douglas;1462;2558
leopold_duke_of_lorraine;name;leopold;840;2538;leopold_duke_of_lorraine;name;leopold;1652;1011;leopold_duke_of_lorraine;name;leopold;255;1555
lothair_ii_of_italy;name;lothair_ii;637;2538;lothair_ii_of_italy;name;lothair_ii;193;934;lothair_ii_of_italy;name;lothair_ii;274;2014
arnulf_count_of_holland;name;arnulf;752;2543;arnulf_count_of_holland;name;arnulf;58;665;arnulf_count_of_holland;name;arnulf;1333;2503
countess_sophia_albertine_of_erbach_erbach;name;sophia_albertine_countess_of_erbach_erbach;45;2543;countess_sophia_albertine_of_erbach_erbach;name;sophia_albertine_countess_of_erbach_erbach;821;873;countess_sophia_albertine_of_erbach_erbach;name;sophia_albertine_countess_of_erbach_erbach;451;2246
princess_louise_of_hesse_darmstadt_1757_1830;name;louise_of_hesse_darmstadt;593;2550;princess_louise_of_hesse_darmstadt_1757_1830;name;louise_of_hesse_darmstadt;669;622;princess_louise_of_hesse_darmstadt_1757_1830;name;louise_of_hesse_darmstadt;629;2454
victor_amadeus_iii_of_sardinia;name;victor_amadeus_iii;472;2564;victor_amadeus_iii_of_sardinia;name;victor_amadeus_iii;2332;694;victor_amadeus_iii_of_sardinia;name;victor_amadeus_iii;231;2303
john_vii_duke_of_mecklenburg_schwerin;name;johann_vii_duke_of_mecklenburg;1511;2567;john_vii_duke_of_mecklenburg_schwerin;name;johann_vii_duke_of_mecklenburg;43;1125;john_vii_duke_of_mecklenburg_schwerin;name;johann_vii_duke_of_mecklenburg;761;2507
ermengarde_of_anjou_duchess_of_burgundy;name;ermengarde_of_anjou;534;2569;ermengarde_of_anjou_duchess_of_burgundy;name;ermengarde_of_anjou;350;1078;ermengarde_of_anjou_duchess_of_burgundy;name;ermengarde_of_anjou;928;2528
princess_christine_louise_of_oettinge_oettingen;name;princess_christine_louise;246;2573;princess_christine_louise_of_oettinge_oettingen;name;princess_christine_louise;2580;991;princess_christine_louise_of_oettinge_oettingen;name;princess_christine_louise;354;1721
william_iii_of_m_con;name;william_iii;1542;2578;william_iii_of_m_con;name;william_iii;235;1124;william_iii_of_m_con;name;william_iii;105;401
yolande_of_dreux_duchess_of_burgundy;name;yolande_of_dreux;899;2578;yolande_of_dreux_duchess_of_burgundy;name;yolande_of_dreux;126;780;yolande_of_dreux_duchess_of_burgundy;name;yolande_of_dreux;580;2317
henri_count_of_chambord;name;prince_henri;862;2581;henri_count_of_chambord;name;prince_henri;2440;948;henri_count_of_chambord;name;prince_henri;783;2555
henry_son_of_robert_i_of_burgundy;name;henry_of_burgundy;1874;2581;henry_son_of_robert_i_of_burgundy;name;henry_of_burgundy;2007;720;henry_son_of_robert_i_of_burgundy;name;henry_of_burgundy;901;2537
philip_iii_of_spain;name;philip_iii_&_ii;776;2581;philip_iii_of_spain;name;philip_iii_&_ii;530;951;philip_iii_of_spain;name;philip_iii_&_ii;238;2297
louis_x_of_france;name;louis_x;302;2583;louis_x_of_france;name;louis_x;2494;1135;louis_x_of_france;name;louis_x;235;2282
stephen_iii_of_auxonne;name;stephen_iii;605;2583;stephen_iii_of_auxonne;name;stephen_iii;366;986;stephen_iii_of_auxonne;name;stephen_iii;764;2573
